trans_dt,store_location_key,product_key,sales,units,trans_key
9/18/15,8142,5980000003,3.19,1,3.25E+24
4/13/15,8142,77105804601,9.42,1,3.35E+24
12/27/15,8142,1.00E+15,0,1,1.77E+26
1/9/16,8142,7830007021,18.67,1,1.78E+26
5/17/15,8142,1.00E+15,0,1,2.78E+25
11/18/15,8142,6260014372,22.23,1,1.76E+25
1/5/16,8142,1.00E+15,7.32,1,3.69E+24
1/10/16,8142,1.00E+15,0,1,4.71E+24
4/25/15,8142,6210700501,18.67,1,2.67E+25
9/21/15,8142,77105810382,12.98,1,4.18E+24
4/9/15,8142,1.00E+15,0,6,3.33E+24
4/1/15,8142,77105880035,1.58,1,1.67E+25
8/21/15,8142,1.00E+15,0,1,1.71E+25
7/21/15,8142,4.99E+12,8.86,2,3.02E+24
12/15/15,8142,1.00E+15,7.32,1,4.60E+24
7/3/15,8142,77105860470,6.21,1,1.70E+26
12/22/15,8142,2420099867,16.89,1,1.77E+25
7/3/15,8142,5760610130,19.56,1,3.79E+24
8/31/15,8142,77105880035,1.58,1,3.16E+25
12/26/15,8142,1.00E+15,28.36,1,4.65E+24
9/28/15,8142,5659400138,11.2,1,1.73E+26
6/3/15,8142,7830007013,10.66,1,3.63E+24
9/22/15,8142,77105840166,177.98,1,4.18E+24
4/27/15,8142,1.00E+15,0,1,3.43E+24
12/20/15,8142,1.00E+15,0,1,4.62E+24
4/19/15,8142,1.00E+15,0,1,2.65E+25
1/2/16,8142,83299201005,9.77,1,3.68E+24
9/6/15,8142,7000014076,5.32,1,1.72E+26
4/15/15,8142,77105840235,6.02,2,2.63E+24
6/14/15,8142,1.00E+15,0,1,1.69E+26
5/15/15,8142,7417039914,18.67,1,2.77E+25
12/12/15,8142,1.00E+15,0,1,4.58E+24
10/3/15,8142,77105810676,20.45,1,1.73E+26
10/11/15,8142,1.00E+15,0,1,1.74E+26
9/20/15,8142,1.00E+15,0,1,4.18E+24
4/25/15,8142,80490600302,5.34,1,2.67E+25
8/21/15,8142,1.00E+15,0,1,4.04E+24
1/23/16,8142,77105811319,16,1,4.77E+24
7/20/15,8142,77105810214,18.67,1,3.87E+24
10/5/15,8142,7940044712,17.78,1,1.74E+25
5/10/15,8142,5770032943,3.19,1,2.75E+25
6/11/15,8142,1.00E+15,0,3,3.67E+24
8/21/15,8142,80490600301,5.34,1,1.72E+26
9/8/15,8142,6120008443,3.36,1,1.72E+26
5/3/15,8142,77105810420,18.67,1,2.71E+25
5/17/15,8142,5643812702,7.1,1,2.78E+25
7/6/15,8142,5610001494,9.42,1,1.70E+26
12/19/15,8142,77105860237,7.64,1,1.77E+26
5/21/15,8142,1.00E+15,14.63,2,3.56E+24
8/28/15,8142,1.00E+15,83.57,1,4.07E+24
8/5/15,8142,7485164552,6.21,1,1.71E+25
9/3/15,8142,1.00E+15,17.98,1,4.10E+24
10/2/15,8142,1.00E+15,8.7,1,4.23E+24
11/28/15,8142,1.00E+15,29.71,1,4.51E+24
4/6/15,8142,80490600502,8.9,1,2.58E+24
3/31/15,8142,1.00E+15,0,2,3.28E+24
5/29/15,8142,8087817214,15.65,1,1.68E+26
1/16/16,8142,83432410025,11.12,1,4.74E+24
9/19/15,8142,6830564767,12.98,1,1.73E+26
1/5/16,8142,5639400418,35.58,1,1.78E+26
8/22/15,8142,1.00E+15,0,1,1.72E+26
4/16/15,8142,77105890009,14.22,1,1.67E+26
11/30/15,8142,5550001067,10.66,1,1.76E+25
1/30/16,8142,30997317402,28.46,1,3.79E+25
8/5/15,8142,6700000463,4.97,1,3.95E+24
10/31/15,8142,6210700501,19.56,1,1.75E+26
10/15/15,8142,77105810328,9.77,1,1.74E+26
12/1/15,8142,6260095997,22.23,1,1.76E+25
1/28/16,8142,1.00E+15,37.38,1,3.79E+24
7/13/15,8142,1.00E+15,0,1,3.83E+24
10/15/15,8142,77105810527,8.88,1,1.74E+26
12/14/15,8142,80490600302,5.34,1,3.60E+24
4/13/15,8142,62879100513,21.34,1,1.67E+25
5/9/15,8142,1.00E+15,0,1,2.74E+25
4/8/15,8142,8281551062,26.68,1,2.60E+24
6/7/15,8142,1.00E+15,0,1,3.65E+24
12/12/15,8142,1.00E+15,0,1,3.59E+25
7/12/15,8142,6230000807,10.31,1,1.70E+26
10/23/15,8142,5980021692,3.36,1,1.74E+26
12/16/15,8142,3660219209,9.77,1,1.77E+26
11/5/15,8142,1.00E+15,7.32,1,4.41E+24
10/24/15,8142,41410000221,17.36,1,4.34E+23
8/8/15,8142,1.00E+15,0,1,3.96E+24
12/8/15,8142,77105810398,10.66,1,4.56E+24
12/23/15,8142,6210700434,24.01,1,4.64E+24
10/15/15,8142,1.00E+15,7.32,1,4.29E+24
9/25/15,8142,6454131725,23.12,1,1.73E+26
12/4/15,8142,6024525010,26.68,1,4.54E+24
11/4/15,8142,5659400541,13.33,1,3.43E+24
10/20/15,8142,5847810775,10.66,1,4.32E+24
10/10/15,8142,77105810222,30.24,1,3.35E+25
1/30/16,8142,5770085390,10.31,1,3.79E+25
9/22/15,8142,77105810235,15.65,1,1.73E+26
11/8/15,8142,61029033798,6.75,1,3.45E+25
4/9/15,8142,3600015949,13.87,1,3.33E+24
10/25/15,8142,6700000175,5.86,1,3.40E+25
7/3/15,8142,77105880037,2.3,1,2.96E+24
12/4/15,8142,77105811165,6.21,1,4.54E+24
12/18/15,8142,1.00E+15,7.32,1,4.61E+24
8/2/15,8142,1.00E+15,0,1,3.94E+24
4/21/15,8142,5873832551,10.66,1,2.66E+25
9/24/15,8142,77105860192,13.33,1,3.28E+24
1/29/16,8142,1.00E+15,0,1,4.80E+23
8/21/15,8142,1.00E+15,0,1,4.03E+24
7/24/15,8142,77105860252,5.32,1,3.04E+24
8/10/15,8142,1.00E+15,35.58,1,3.97E+24
10/15/15,8142,1.00E+15,11.89,1,4.30E+24
6/24/15,8142,6033292781,19.56,1,2.92E+25
4/10/15,8142,7148651026,9.77,1,2.61E+24
8/27/15,8142,1.00E+15,0,-1,3.15E+24
12/27/15,8142,6565691350,8.88,1,1.77E+26
8/8/15,8142,1.00E+15,0,1,1.71E+26
1/14/16,8142,41410000216,51.62,1,3.74E+24
11/20/15,8142,7560902608,106.78,1,4.48E+24
1/13/16,8142,1.00E+15,52.69,1,4.73E+24
12/12/15,8142,1.00E+15,7.32,1,4.59E+24
7/14/15,8142,7920000876,2.3,1,2.98E+25
12/23/15,8142,80490600502,17.8,2,1.77E+25
4/30/15,8142,77105810089,27.57,1,2.70E+25
8/7/15,8142,1.00E+15,0,1,3.96E+24
6/26/15,8142,72047306841,9.77,1,1.69E+26
8/22/15,8142,1.00E+15,13.76,1,4.04E+24
9/13/15,8142,6700010484,12.44,1,1.73E+26
6/6/15,8142,1.00E+15,0,1,2.85E+25
1/7/16,8142,3700044916,12.09,1,1.78E+26
4/13/15,8142,1.00E+15,0,1,3.35E+23
10/23/15,8142,1.00E+15,0,1,4.34E+24
6/20/15,8142,30997417222,21.34,1,1.69E+26
8/9/15,8142,41410000216,49.84,1,1.71E+26
4/22/15,8142,1.00E+15,0,2,3.40E+24
4/22/15,8142,30997269204,20.45,1,1.67E+25
8/26/15,8142,1.00E+15,0,-1,1.72E+26
4/29/15,8142,3660207948,9.77,1,3.44E+24
7/30/15,8142,30997384906,19.56,1,3.06E+24
4/13/15,8142,77105890010,17.78,1,2.62E+25
12/16/15,8142,1.00E+15,44.48,1,4.60E+24
5/14/15,8142,1.00E+15,0,4,3.53E+24
8/26/15,8142,1.00E+15,0,1,4.06E+24
11/11/15,8142,6210700490,19.56,1,3.46E+24
9/4/15,8142,1.00E+15,42.9,1,4.10E+24
10/5/15,8142,5621983225,19.56,1,4.24E+24
11/30/15,8142,1.00E+15,12.46,2,3.54E+24
5/7/15,8142,77105810164,40.9,2,2.73E+25
4/5/15,8142,1.00E+15,0,1,1.67E+26
12/30/15,8142,85080300208,51.6,1,3.67E+24
10/2/15,8142,1.00E+15,3.6,1,4.23E+24
8/16/15,8142,6009326517,29.35,1,3.13E+25
6/15/15,8142,89133900102,37.18,1,3.69E+24
6/27/15,8142,1.00E+15,0,1,3.76E+24
11/22/15,8142,1.00E+15,0,1,4.49E+24
8/22/15,8142,1.00E+15,0,1,1.72E+26
7/15/15,8142,1.00E+15,0,2,3.84E+23
12/14/15,8142,80490600302,5.34,1,1.77E+26
4/28/15,8142,1.00E+15,0,1,2.69E+25
11/11/15,8142,5980000003,6.73,2,1.75E+26
7/18/15,8142,62343971538,17.78,1,3.01E+25
9/23/15,8142,6260096161,21.34,1,3.27E+24
10/22/15,8142,1.00E+15,7.32,1,4.33E+24
12/30/15,8142,1.00E+15,59.43,1,4.66E+24
7/24/15,8142,7732683005,13.87,1,1.70E+26
10/29/15,8142,36519726124,15.11,1,4.37E+23
5/14/15,8142,77105810037,17.78,1,1.68E+26
1/5/16,8142,5610007626,24.9,1,3.69E+24
7/5/15,8142,1.00E+15,0,1,3.79E+24
12/10/15,8142,77105810469,14.22,1,4.58E+24
8/2/15,8142,77105811038,13.33,1,1.71E+26
10/23/15,8142,1.00E+15,0,1,4.34E+24
11/13/15,8142,1.00E+15,0,1,4.45E+24
11/28/15,8142,1.00E+15,0,1,3.54E+25
8/22/15,8142,80490600301,5.34,1,1.72E+26
5/27/15,8142,1.00E+15,0,1,3.59E+24
11/18/15,8142,3600029453,14.22,1,1.76E+26
12/22/15,8142,1.00E+15,0,1,4.63E+24
4/14/15,8142,88766174436,30.24,1,2.62E+24
10/29/15,8142,77105810321,20.45,1,1.75E+26
6/11/15,8142,1.00E+15,0,1,2.86E+24
8/23/15,8142,41600000167,0.09,1,1.72E+26
6/25/15,8142,1.00E+15,14.63,2,3.74E+23
11/20/15,8142,6490000031,3.54,1,3.50E+24
8/28/15,8142,1.00E+15,0,1,4.07E+24
5/26/15,8142,3700088072,18.67,1,2.82E+25
9/2/15,8142,38151918161,12.44,1,3.17E+23
12/27/15,8142,5621983225,19.56,1,3.66E+25
5/2/15,8142,77105810227,14.22,1,3.46E+24
9/14/15,8142,5960006060,4.97,1,3.23E+25
10/4/15,8142,77105810816,48.04,1,3.32E+25
7/13/15,8142,30521905100,12.42,2,1.70E+25
12/30/15,8142,1.00E+15,7.32,1,4.66E+23
10/28/15,8142,5800031208,6.21,1,1.75E+26
9/30/15,8142,77105810358,8.53,1,3.30E+24
10/23/15,8142,77105880050,3.19,1,1.74E+26
8/5/15,8142,77105810470,6.75,1,1.71E+26
12/17/15,8142,77105810355,8.88,1,1.77E+26
7/30/15,8142,1.00E+15,51.96,1,3.92E+24
8/23/15,8142,1.00E+15,0,1,4.04E+24
6/27/15,8142,1.00E+15,0,1,1.70E+26
10/28/15,8142,1.00E+15,56.19,1,4.37E+24
5/3/15,8142,5800000863,4.02,1,2.71E+25
10/5/15,8142,4698501676,24.01,1,1.74E+26
12/19/15,8142,1.00E+15,30.71,1,4.62E+24
12/11/15,8142,7279933868,7.1,1,3.58E+24
10/2/15,8142,77105810345,25.79,1,4.23E+24
5/20/15,8142,1.00E+15,0,1,3.55E+24
12/22/15,8142,6565617840,15.11,1,3.64E+24
5/19/15,8142,5610077433,15.65,1,2.78E+25
4/15/15,8142,1.00E+15,64.77,1,3.36E+24
11/15/15,8142,77105811042,3.54,1,3.48E+25
10/6/15,8142,80490600305,5.34,1,3.33E+23
10/11/15,8142,1.00E+15,0,1,3.36E+25
12/22/15,8142,1.00E+15,0,1,4.63E+24
5/1/15,8142,41600000167,0.09,1,2.70E+24
10/28/15,8142,1.00E+15,0,1,4.37E+24
11/25/15,8142,77105810494,9.77,1,1.76E+26
11/9/15,8142,6132834212,17.78,1,1.75E+26
10/2/15,8142,1.00E+15,0,1,4.23E+24
12/12/15,8142,1.00E+15,66.91,1,4.58E+24
1/11/16,8142,6260012535,16,1,3.72E+24
8/9/15,8142,6464202655,17.78,1,1.71E+26
9/4/15,8142,77105880047,2.65,1,3.19E+24
5/2/15,8142,1.00E+15,0,1,3.47E+24
4/24/15,8142,71294900628,17.78,1,3.41E+24
7/13/15,8142,6081506201,25.79,1,1.70E+25
11/29/15,8142,6197200522,17.78,1,4.52E+24
4/30/15,8142,5621980015,31.29,2,3.45E+24
10/17/15,8142,30997839225,28.46,1,3.38E+25
11/11/15,8142,7417037294,7.64,1,4.44E+24
9/5/15,8142,77105860137,5.86,1,3.19E+25
10/7/15,8142,1.00E+15,7.32,1,4.25E+23
12/22/15,8142,1.00E+15,0,1,4.63E+24
10/3/15,8142,4740007400,48.04,1,3.32E+25
10/26/15,8142,5610000091,18.62,1,1.75E+26
12/26/15,8142,83997700166,21.34,1,1.77E+26
6/28/15,8142,72047335540,7.99,1,1.70E+26
12/9/15,8142,77105811255,15.65,1,4.57E+24
11/26/15,8142,77105880035,1.76,1,4.51E+24
12/14/15,8142,3600043363,12.09,1,4.59E+24
4/25/15,8142,1.00E+15,0,1,3.42E+24
11/18/15,8142,80490600305,16.02,3,3.49E+24
7/14/15,8142,5.01E+12,19.56,1,2.99E+24
4/28/15,8142,1.00E+15,7.32,1,3.44E+24
4/21/15,8142,5610005067,9.77,1,2.66E+25
7/19/15,8142,77105810973,25.79,1,1.70E+26
12/28/15,8142,1.00E+15,18.76,1,4.65E+24
1/1/16,8142,72047313658,7.99,1,3.68E+25
5/13/15,8142,7124920431,64.06,1,2.76E+25
10/13/15,8142,1.00E+15,0,1,4.28E+24
4/25/15,8142,30997541503,35.58,1,2.68E+25
10/19/15,8142,1.00E+15,0,1,4.31E+23
8/5/15,8142,6260096069,22.23,1,1.71E+25
5/16/15,8142,6132834208,14.22,1,1.68E+26
7/7/15,8142,77105810160,12.09,1,1.70E+26
9/4/15,8142,5980000011,3.19,1,3.19E+24
6/8/15,8142,41410000216,-49.84,-1,1.69E+26
6/15/15,8142,69798900050,44.48,1,3.69E+24
12/27/15,8142,1.00E+15,24.92,5,3.66E+25
9/25/15,8142,5760692770,21.34,1,4.20E+23
9/8/15,8142,6700000462,4.97,1,1.72E+26
5/26/15,8142,3700022202,8.53,1,2.81E+24
4/17/15,8142,1.00E+15,0,1,2.64E+23
11/9/15,8142,77105860136,7.1,1,4.43E+24
8/22/15,8142,1.00E+15,0,1,1.72E+26
10/23/15,8142,1.00E+15,0,1,1.74E+26
7/24/15,8142,72047308945,9.75,1,3.04E+24
5/1/15,8142,1.00E+15,0,1,3.46E+24
11/13/15,8142,77105880035,1.76,1,1.75E+26
10/30/15,8142,6798170170,27.57,1,3.42E+23
3/31/15,8142,7094212614,3.84,1,2.57E+25
6/23/15,8142,5873819384,22.23,1,2.92E+25
12/19/15,8142,6210000157,6.03,1,1.77E+26
11/6/15,8142,7000099480,9.77,1,4.42E+24
11/19/15,8142,6170091572,26.68,1,4.47E+24
1/21/16,8142,6830583950,8.88,1,3.76E+24
7/31/15,8142,6464202617,20.45,1,1.71E+26
10/13/15,8142,1.00E+15,0,1,4.28E+24
9/22/15,8142,1.00E+15,0,1,4.19E+24
5/1/15,8142,6240011057,18.67,1,1.68E+26
5/6/15,8142,7548608519,27.57,1,2.73E+25
11/26/15,8142,1.00E+15,7.32,1,4.50E+24
10/22/15,8142,5873866684,24.01,1,4.33E+24
6/27/15,8142,60308423722,24.01,1,1.70E+26
12/8/15,8142,1.00E+15,0,1,4.56E+24
9/21/15,8142,5800000477,9.42,1,1.73E+25
4/13/15,8142,8390000628,4.97,1,2.62E+25
9/14/15,8142,1.00E+15,0,1,4.15E+24
4/17/15,8142,77105810434,37.36,1,1.67E+26
9/22/15,8142,6490000031,3.54,1,1.73E+26
6/26/15,8142,1.00E+15,0,1,1.69E+25
10/5/15,8142,6033292792,24.9,1,3.33E+24
9/18/15,8142,30997601209,14.76,1,1.73E+26
6/25/15,8142,7033019280,8.53,1,2.93E+24
1/23/16,8142,1.00E+15,7.32,1,4.77E+24
5/7/15,8142,8266637002,6.75,1,1.68E+26
10/8/15,8142,1.00E+15,5.34,1,3.34E+24
10/23/15,8142,1.00E+15,0,1,4.34E+24
1/6/16,8142,1.00E+15,0,1,4.69E+24
5/12/15,8142,7000076647,4.79,1,2.75E+25
4/28/15,8142,1.00E+15,0,1,3.44E+24
10/9/15,8142,77105860024,5.32,1,4.27E+24
6/26/15,8142,5849642368,30.54,4,1.69E+26
8/9/15,8142,1.00E+15,0,1,3.97E+24
8/9/15,8142,1.00E+15,39.75,1,3.97E+24
6/30/15,8142,30997384920,19.56,1,1.70E+25
8/31/15,8142,4.99E+12,8.86,2,4.08E+23
5/25/15,8142,6210000157,6.21,1,2.81E+24
7/28/15,8142,77105890011,14.22,1,3.06E+25
6/13/15,8142,72047335541,7.99,1,2.87E+25
6/27/15,8142,1.00E+15,0,1,2.93E+25
7/7/15,8142,3700045536,11.2,1,2.97E+24
7/2/15,8142,3700012784,15.65,1,2.95E+24
11/4/15,8142,6574332701,24.9,1,3.43E+24
10/18/15,8142,77105840335,17.78,1,1.74E+26
9/30/15,8142,77105840235,6.02,2,3.31E+24
4/21/15,8142,41410000216,49.84,1,2.66E+25
1/21/16,8142,77105880046,3.19,1,1.78E+26
10/23/15,8142,1.00E+15,0,1,1.74E+26
11/10/15,8142,1.00E+15,24.92,4,1.75E+26
4/11/15,8142,1.00E+15,0,1,3.34E+24
10/21/15,8142,4319436789,3.13,1,3.39E+24
8/13/15,8142,80490600305,5.34,1,3.11E+24
4/27/15,8142,77105810984,8.53,1,2.68E+25
12/13/15,8142,5873832551,9.77,1,3.59E+25
9/27/15,8142,77105860140,6.21,1,4.21E+24
4/9/15,8142,7301048010,11.2,1,1.67E+26
5/16/15,8142,77105810776,29.35,1,3.54E+24
8/17/15,8142,80490600503,8.9,1,3.13E+23
8/7/15,8142,1.00E+15,0,1,3.96E+24
4/18/15,8142,1.00E+15,0,1,3.38E+24
4/28/15,8142,77105810930,2.65,1,2.68E+25
9/28/15,8142,36519732301,21.34,1,3.30E+24
8/4/15,8142,3700030659,20.45,1,3.94E+24
6/22/15,8142,1.00E+15,29.78,1,3.73E+24
7/25/15,8142,3746601901,6.75,1,1.71E+26
10/4/15,8142,1.00E+15,0,1,3.33E+25
10/8/15,8142,77105810243,20.45,1,1.74E+26
11/20/15,8142,7094212123,14.2,2,3.50E+24
6/23/15,8142,1.00E+15,37.68,3,3.73E+24
10/5/15,8142,1.00E+15,8.9,1,4.24E+24
8/10/15,8142,1.00E+15,12.98,1,3.97E+24
10/23/15,8142,72047338200,9.75,1,4.33E+24
12/29/15,8142,1.00E+15,19.58,3,3.67E+24
9/29/15,8142,1.00E+15,5.34,1,4.22E+24
5/12/15,8142,1.00E+15,0,1,3.52E+24
9/19/15,8142,6798188003,37.36,1,1.73E+26
8/11/15,8142,6565691350,8.53,1,1.71E+25
9/1/15,8142,1.00E+15,0,1,3.17E+24
9/2/15,8142,1.00E+15,40.03,1,4.09E+24
9/21/15,8142,6343571100,3.19,1,3.27E+24
12/18/15,8142,1.00E+15,62.46,1,4.61E+24
8/2/15,8142,30997292401,19.56,1,1.71E+26
12/3/15,8142,1.00E+15,3.56,1,1.76E+26
4/19/15,8142,1.00E+15,0,1,3.39E+24
10/14/15,8142,5113165300,12.44,1,1.74E+26
10/23/15,8142,79285007000,7.05,1,4.34E+24
1/30/16,8142,6210700502,27.57,1,1.79E+26
4/2/15,8142,78616265035,5.32,1,1.67E+25
7/11/15,8142,1.00E+15,0,2,3.83E+23
4/17/15,8142,6170090026,32.91,1,3.38E+24
11/11/15,8142,41410000215,24.92,1,3.46E+23
6/29/15,8142,77105880035,1.58,1,2.94E+25
12/4/15,8142,1.00E+15,47.86,1,4.55E+24
9/14/15,8142,6132834208,14.22,1,3.22E+24
9/4/15,8142,7336164736,10.66,1,3.19E+24
10/5/15,8142,1.00E+15,0,1,4.25E+24
11/3/15,8142,77105890003,4.24,2,3.43E+24
1/17/16,8142,1.00E+15,4.04,1,4.74E+24
11/27/15,8142,1.00E+15,0,1,3.53E+24
10/13/15,8142,6700000464,5.32,1,1.74E+26
7/3/15,8142,7098910228,10.66,1,3.79E+24
8/28/15,8142,1.00E+15,0,1,4.07E+24
1/18/16,8142,1.00E+15,0,1,4.75E+24
10/30/15,8142,1.00E+15,142.92,1,4.38E+24
10/6/15,8142,1.00E+15,0,1,3.33E+23
7/25/15,8142,77010345036,13.87,1,3.04E+25
3/31/15,8142,77105890009,14.22,1,2.57E+25
12/24/15,8142,35388500978,151.28,1,4.64E+24
8/4/15,8142,7301032110,20.45,1,3.08E+25
7/19/15,8142,6880053003,18.67,1,1.70E+26
10/9/15,8142,80490600302,21.36,4,1.74E+26
10/1/15,8142,1.00E+15,7.32,1,4.23E+24
5/5/15,8142,1.00E+15,0,1,2.72E+25
9/3/15,8142,77105804258,21.34,1,4.10E+23
11/16/15,8142,1.00E+15,0,-1,3.49E+25
8/22/15,8142,1.00E+15,66.02,1,4.04E+24
12/28/15,8142,3660219209,9.77,1,1.77E+26
10/30/15,8142,5610003519,9.42,1,3.42E+24
5/1/15,8142,78616265035,5.32,1,3.46E+24
8/14/15,8142,77105810859,12.44,1,1.71E+26
10/20/15,8142,77105811061,12.98,1,1.74E+26
10/1/15,8142,1.00E+15,21.34,1,4.23E+24
10/16/15,8142,5650000120,35.58,1,4.30E+24
4/13/15,8142,80490600301,26.7,5,2.62E+25
12/4/15,8142,1.00E+15,58.37,1,4.54E+24
4/12/15,8142,1.00E+15,0,1,3.34E+24
10/13/15,8142,1.00E+15,0,1,3.36E+24
9/14/15,8142,1.00E+15,4.43,1,1.73E+25
11/15/15,8142,62879105171,74.74,1,4.45E+24
6/29/15,8142,7830007014,10.66,1,2.94E+24
6/15/15,8142,2279693876,22.23,1,2.88E+25
9/14/15,8142,6968225700,12.44,1,1.73E+25
10/14/15,8142,6081503019,11.55,1,1.74E+25
10/18/15,8142,5770000120,10.31,1,1.74E+26
11/7/15,8142,5847810236,35.58,1,4.42E+24
4/10/15,8142,1.00E+15,0,1,3.34E+24
6/27/15,8142,1.00E+15,0,1,2.93E+24
4/14/15,8142,3700035218,15.65,1,2.63E+25
10/9/15,8142,7279933868,7.1,1,3.35E+24
1/26/16,8142,77105811042,3.54,1,1.79E+25
12/19/15,8142,77105880035,1.76,1,3.62E+25
4/9/15,8142,5610077433,15.65,1,3.33E+24
4/9/15,8142,77105890010,17.78,1,2.60E+24
12/23/15,8142,6845999631,30.24,1,3.64E+25
6/18/15,8142,6260011155,15.65,1,2.90E+24
10/6/15,8142,6210000000,5.32,1,1.74E+26
12/1/15,8142,77105840027,17.78,1,3.55E+24
5/11/15,8142,77105810537,8.53,1,1.68E+26
12/10/15,8142,1.00E+15,0,1,4.57E+23
12/24/15,8142,3700030662,21.34,1,3.65E+24
12/1/15,8142,1.00E+15,0,-1,3.55E+24
6/13/15,8142,7301052028,20.45,1,1.69E+26
7/27/15,8142,30997541006,37.36,1,3.05E+25
12/21/15,8142,77105880162,8.53,1,1.77E+26
8/8/15,8142,41410000216,99.68,2,3.96E+24
9/1/15,8142,1.00E+15,30.92,1,4.09E+24
4/4/15,8142,1.00E+15,0,1,2.58E+25
5/1/15,8142,1.00E+15,0,1,3.46E+24
12/23/15,8142,1.00E+15,0,1,4.64E+24
11/10/15,8142,38151918372,24.01,1,3.46E+24
7/24/15,8142,78616265003,5.32,1,3.04E+24
9/14/15,8142,89299201113,9.77,1,1.73E+25
9/4/15,8142,1.00E+15,0,1,4.11E+24
8/29/15,8142,1.00E+15,0,1,4.07E+24
10/30/15,8142,1.00E+15,0,1,3.42E+24
6/16/15,8142,3700080849,10.66,1,2.88E+24
9/14/15,8142,6024540035,22.23,1,3.23E+25
9/30/15,8142,1.00E+15,0,1,4.22E+24
7/13/15,8142,1.00E+15,0,1,3.84E+24
11/9/15,8142,36519790416,10.31,1,1.75E+26
9/6/15,8142,77105860243,7.1,1,4.12E+24
9/18/15,8142,5621951024,19.56,1,4.17E+24
8/9/15,8142,1.00E+15,0,1,3.97E+24
10/5/15,8142,7214000007,9.42,1,3.33E+23
10/14/15,8142,1.00E+15,0,1,4.28E+23
8/25/15,8142,80490600301,10.68,2,1.72E+25
5/10/15,8142,78616265035,5.32,1,2.75E+25
11/15/15,8142,1.00E+15,0,1,1.75E+26
8/6/15,8142,41410000215,24.92,1,3.08E+25
8/18/15,8142,1.00E+15,111.59,1,4.02E+24
8/21/15,8142,1.00E+15,0,1,4.03E+24
9/25/15,8142,1.00E+15,0,1,1.73E+26
8/6/15,8142,1.00E+15,0,1,3.95E+24
10/5/15,8142,72047353081,10.59,1,1.74E+25
4/25/15,8142,1.00E+15,0,1,3.42E+24
12/30/15,8142,1.00E+15,157.87,1,4.66E+24
1/8/16,8142,6210700548,26.68,1,1.78E+26
8/18/15,8142,1.00E+15,0,1,4.01E+24
10/9/15,8142,80490600302,5.34,1,3.35E+24
8/2/15,8142,7279946200,7.1,1,1.71E+26
4/17/15,8142,1.00E+15,0,1,2.64E+24
4/13/15,8142,5621998114,24.01,1,3.35E+24
10/29/15,8142,41410000222,34.71,1,3.41E+24
1/6/16,8142,1.00E+15,0,1,4.69E+24
12/5/15,8142,1.00E+15,0,1,1.76E+26
12/4/15,8142,77105810998,5.86,1,1.76E+26
9/1/15,8142,77105810906,30.24,1,3.17E+25
4/24/15,8142,1.00E+15,0,2,3.41E+23
1/16/16,8142,1.00E+15,0,1,3.75E+25
6/15/15,8142,77105810281,9.77,1,2.88E+24
11/23/15,8142,6845907884,15.11,1,1.76E+26
9/23/15,8142,1.00E+15,5.34,1,1.73E+26
6/2/15,8142,78616265003,5.32,1,2.85E+25
6/15/15,8142,5659481383,21.34,1,2.88E+25
4/13/15,8142,1.00E+15,7.32,12,3.35E+24
10/25/15,8142,6565622220,10.66,1,3.40E+25
9/13/15,8142,5532557244,53.36,2,4.14E+24
12/7/15,8142,77105810376,12.44,1,1.76E+26
8/6/15,8142,6464206106,24.01,1,3.96E+24
9/18/15,8142,77105880055,7.1,1,1.73E+26
8/18/15,8142,1.00E+15,0,1,4.01E+24
8/1/15,8142,5849689657,8.53,1,3.07E+25
10/28/15,8142,41410000221,17.36,1,3.41E+24
7/23/15,8142,60308427167,2.6,1,3.04E+24
1/20/16,8142,1.00E+15,7.32,1,4.76E+24
12/22/15,8142,6202000068,3.54,1,1.77E+25
12/13/15,8142,1.00E+15,0,1,3.59E+25
9/3/15,8142,88766190103,35.58,1,3.18E+24
9/5/15,8142,6290066190,30.24,1,3.19E+25
10/14/15,8142,6533805881,19.56,1,1.74E+26
5/4/15,8142,77105880050,2.47,1,2.71E+25
10/27/15,8142,1.00E+15,0,1,1.75E+26
1/2/16,8142,1.00E+15,0,1,3.68E+25
8/4/15,8142,62527303826,32.02,1,1.71E+26
5/10/15,8142,6260014235,21.34,1,2.74E+25
9/21/15,8142,7830006994,10.66,1,1.73E+26
10/9/15,8142,1.00E+15,0,1,1.74E+26
6/26/15,8142,1.00E+15,0,1,2.93E+24
10/24/15,8142,1.00E+15,0,1,1.74E+26
9/9/15,8142,5005143439,16.89,1,1.72E+26
12/19/15,8142,77105807032,17.78,1,3.62E+25
12/12/15,8142,6464202673,25.79,1,4.59E+24
10/25/15,8142,1.00E+15,9.42,1,4.35E+24
5/6/15,8142,6210790503,39.14,1,2.72E+25
9/5/15,8142,1.00E+15,7.32,1,4.11E+24
10/1/15,8142,1.00E+15,81.83,1,4.23E+24
1/23/16,8142,6976201556,3.54,1,4.77E+24
5/8/15,8142,77105810776,29.35,1,3.50E+24
4/15/15,8142,1.00E+15,21.95,3,3.36E+24
1/21/16,8142,6120022713,6.75,1,4.76E+24
8/14/15,8142,1.00E+15,81.86,1,3.99E+24
10/1/15,8142,30997591208,21.34,1,1.73E+26
11/23/15,8142,77105810578,21.34,1,1.76E+26
12/31/15,8142,77105806965,9.72,1,1.78E+26
9/18/15,8142,80490600305,5.34,1,3.25E+24
